0	0.50000
1	0.50411
2	0.50677
3	0.47996
4	0.49649
5	0.49459
6	0.49770
7	0.47725
8	0.46064
9	0.46930
10	0.51473
11	0.49373
12	0.49633
13	0.49310
14	0.48297
15	0.48634
16	0.49548
17	0.47823
18	0.50038
19	0.44587
20	0.48425
21	0.46974
22	0.52594
23	0.52167
24	0.56920
25	0.53791
26	0.53846
27	0.57542
28	0.55447
29	0.60730
30	0.63433
31	0.52725
32	0.55269
33	0.40315
34	0.38467
35	0.46584
36	0.48545
37	0.41071
38	0.46077
39	0.51705
40	0.49484
41	0.57089
42	0.50827
43	0.61049
44	0.58770
45	0.59729
46	0.52311
47	0.60380
48	0.57361
49	0.59073
50	0.54097
51	0.49347
52	0.47439
53	0.52655
54	0.49118
55	0.43003
56	0.47393
57	0.42945
58	0.42843
59	0.38527
60	0.41798
61	0.42183
62	0.44859
63	0.47717
64	0.54131
65	0.58126
66	0.52460
67	0.49711
68	0.44983
69	0.45168
70	0.50598
71	0.56907
72	0.44074
73	0.40854
74	0.42917
75	0.34295
76	0.33115
77	0.44755
78	0.36376
79	0.36079
80	0.35801
81	0.23533
82	0.21696
83	0.23055
84	0.22324
85	0.20345
86	0.19414
87	0.17937
88	0.16085
89	0.19167
90	0.16980
91	0.14338
92	0.13028
93	0.13572
94	0.15211
95	0.15787
96	0.14355
97	0.15664
98	0.12101
99	0.11351
100	0.10897
101	0.10834
102	0.10812
103	0.11473
104	0.11614
105	0.09699
106	0.12248
107	0.14767
108	0.16114
109	0.14159
110	0.15805
111	0.17710
112	0.17132
113	0.20085
114	0.21283
115	0.22998
116	0.18897
117	0.14645
118	0.13737
119	0.13789
120	0.17105
121	0.16750
122	0.15736
123	0.17541
124	0.17695
125	0.20617
126	0.17240
127	0.10473
128	0.08971
129	0.10574
130	0.08572
131	0.09075
132	0.08976
133	0.09908
134	0.10469
135	0.09300
136	0.10628
137	0.09163
138	0.09212
139	0.09848
140	0.10215
141	0.08968
142	0.10300
143	0.10967
144	0.10226
145	0.12474
146	0.13330
147	0.11775
148	0.12519
149	0.14524
150	0.13955
151	0.13033
152	0.15466
153	0.14980
154	0.11610
155	0.17157
156	0.13537
157	0.12467
158	0.11737
159	0.14008
160	0.14537
161	0.13913
162	0.12814
163	0.12380
164	0.15288
165	0.15890
166	0.15234
167	0.15555
168	0.13614
169	0.12071
170	0.12853
171	0.10661
172	0.12456
173	0.11383
174	0.11753
175	0.11536
176	0.12442
177	0.10459
178	0.10066
179	0.09172
180	0.09881
181	0.10825
182	0.11271
183	0.10729
184	0.08452
185	0.10137
186	0.10608
187	0.11205
188	0.11063
189	0.11488
190	0.11526
191	0.11845
192	0.12532
193	0.13883
194	0.13692
195	0.14878
196	0.12810
197	0.11303
198	0.10662
199	0.11676
200	0.13178
201	0.15263
202	0.14638
203	0.12833
204	0.11698
205	0.11035
206	0.10889
207	0.10733
208	0.13941
209	0.17115
210	0.16616
211	0.13524
212	0.15409
213	0.15308
214	0.18382
215	0.14255
216	0.18666
217	0.18934
218	0.19218
219	0.21873
220	0.21975
221	0.24275
222	0.24384
223	0.27969
224	0.25585
225	0.22563
226	0.23729
227	0.25204
228	0.27055
229	0.27308
230	0.27690
231	0.24004
232	0.24878
233	0.26650
234	0.21312
235	0.25469
236	0.26176
237	0.29434
238	0.28934
239	0.29187
240	0.34635
241	0.39846
242	0.38893
243	0.35748
244	0.35127
245	0.36338
246	0.35167
247	0.38685
248	0.35748
249	0.31607
250	0.31369
251	0.25813
252	0.29152
253	0.30916
254	0.30391
255	0.31241
256	0.31195
257	0.31667
258	0.33438
259	0.31538
260	0.26651
261	0.29654
262	0.27077
263	0.27936
264	0.27906
265	0.25551
266	0.20183
267	0.18441
268	0.17448
269	0.19487
270	0.20235
271	0.22680
272	0.21065
273	0.22290
274	0.25595
275	0.27045
276	0.25094
277	0.26918
278	0.28522
279	0.29107
280	0.21939
281	0.20841
282	0.22120
283	0.17322
284	0.19908
285	0.20611
286	0.20876
287	0.18429
288	0.19262
289	0.17575
290	0.13216
291	0.14858
292	0.12625
293	0.17305
294	0.17686
295	0.14767
296	0.13883
297	0.12786
298	0.15738
299	0.14024
