0	0.50000
1	0.50539
2	0.51950
3	0.51380
4	0.48430
5	0.51875
6	0.50243
7	0.49267
8	0.48606
9	0.51813
10	0.55003
11	0.54341
12	0.52028
13	0.48803
14	0.51857
15	0.50253
16	0.53073
17	0.60458
18	0.67581
19	0.57753
20	0.55517
21	0.61012
22	0.61676
23	0.50946
24	0.53183
25	0.62958
26	0.60767
27	0.54710
28	0.49011
29	0.52510
30	0.43476
31	0.48267
32	0.40527
33	0.31444
34	0.31306
35	0.34591
36	0.40871
37	0.39987
38	0.45884
39	0.44876
40	0.48955
41	0.42113
42	0.45662
43	0.39373
44	0.43047
45	0.53668
46	0.59384
47	0.65065
48	0.66650
49	0.69792
50	0.81382
51	0.86656
52	0.86437
53	0.85282
54	0.88196
55	0.85717
56	0.82137
57	0.79504
58	0.84880
59	0.87341
60	0.88335
61	0.88195
62	0.87173
63	0.87730
64	0.87789
65	0.88522
66	0.85381
67	0.81620
68	0.81249
69	0.83180
70	0.82597
71	0.81495
72	0.80507
73	0.80613
74	0.77660
75	0.71808
76	0.75781
77	0.73100
78	0.73774
79	0.73312
80	0.78772
81	0.79019
82	0.75828
83	0.75130
84	0.75233
85	0.78258
86	0.76093
87	0.76855
88	0.79391
89	0.82066
90	0.79934
91	0.76153
92	0.74509
93	0.73991
94	0.75035
95	0.76687
96	0.80606
97	0.79541
98	0.77393
99	0.76320
100	0.75189
101	0.74752
102	0.77003
103	0.75552
104	0.78449
105	0.77362
106	0.78543
107	0.81544
108	0.81263
109	0.79855
110	0.78363
111	0.79806
112	0.82914
113	0.80257
114	0.78192
115	0.75632
116	0.78096
117	0.77063
118	0.80154
119	0.79308
120	0.81209
121	0.80131
122	0.74706
123	0.77821
124	0.77503
125	0.76156
126	0.71912
127	0.68742
128	0.72347
129	0.75567
130	0.76999
131	0.80357
132	0.84644
133	0.76930
134	0.67664
135	0.60940
136	0.70454
137	0.70301
138	0.70642
139	0.74702
140	0.73648
141	0.65034
142	0.66381
143	0.72464
144	0.81243
145	0.79901
146	0.80526
147	0.81963
148	0.83299
149	0.82077
150	0.81170
151	0.81154
152	0.79116
153	0.83607
154	0.83099
155	0.85122
156	0.87823
157	0.86694
158	0.87238
159	0.85810
160	0.86051
161	0.86927
162	0.84941
163	0.84310
164	0.81847
165	0.81872
166	0.83080
167	0.81724
168	0.79564
169	0.80871
170	0.83639
171	0.83650
172	0.83208
173	0.84232
174	0.84602
175	0.84627
176	0.83080
177	0.77737
178	0.80664
179	0.77734
180	0.77658
181	0.74891
182	0.75190
183	0.72779
184	0.73209
185	0.74713
186	0.69579
187	0.74645
188	0.73723
189	0.75219
190	0.74950
191	0.73561
192	0.67354
193	0.64236
194	0.67282
195	0.67123
196	0.69606
197	0.75052
198	0.80756
199	0.83659
200	0.85390
201	0.85954
202	0.81867
203	0.79913
204	0.81171
205	0.80732
206	0.78968
207	0.78801
208	0.77051
209	0.78835
210	0.79741
211	0.77887
212	0.80884
213	0.82483
214	0.85189
215	0.85322
216	0.84985
217	0.85950
218	0.85822
219	0.85949
220	0.87514
221	0.85201
222	0.79251
223	0.79683
224	0.82387
225	0.84950
226	0.86153
227	0.86369
228	0.86259
229	0.84286
230	0.81340
231	0.78866
232	0.81381
233	0.78959
234	0.80755
235	0.83457
236	0.86853
237	0.83657
238	0.83184
239	0.85779
240	0.88827
241	0.90009
242	0.88607
243	0.88928
244	0.86571
245	0.87861
246	0.90176
247	0.90522
248	0.94265
249	0.93960
250	0.90230
251	0.90751
252	0.90156
253	0.89359
254	0.90617
255	0.88632
256	0.89563
257	0.90828
258	0.90397
259	0.90203
260	0.88771
261	0.89328
262	0.89529
263	0.87583
264	0.86786
265	0.87484
266	0.87490
267	0.84085
268	0.86443
269	0.83665
270	0.82612
271	0.82886
272	0.81370
273	0.81341
274	0.76913
275	0.78416
276	0.82246
277	0.82017
278	0.82993
279	0.84201
280	0.81785
281	0.78552
282	0.82072
283	0.84995
284	0.82825
285	0.79346
286	0.80108
287	0.82175
288	0.79930
289	0.82162
290	0.82143
291	0.82892
292	0.84285
293	0.85215
294	0.82699
295	0.83832
296	0.88205
297	0.89223
298	0.87739
299	0.90537
